;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
184;11002350;11146500;12417678;12731100;15068590;15940617;16494688;17974718;18412845;19107465;21078974;20817107;22224482;23859643;24859091;25497398;26472591;28180076
185;10838151;11431233;11958963;12667855;15110020;15670680;16508899;17056278;18508217;19107754;20619827;21664277;22856365;23536716;24345177;25140051;27522169;29078387
186;10636158;11133309;12482078;12880904;15050725;16099355;16563803;17669666;18206391;19699020;20111730;21571326;22059860;23467364;24321307;25623499;27187236;27956067
187;10988038;11283992;12498746;14675800;15110012;15820861;16956107;17397882;18513140;19109986;20107063;22082422;22521476;23684882;24361478;25644421;26876926;27867012
188;11036273;11554805;12498759;13130439;15528120;15795138;16837856;17360913;18294868;19906516;20881565;22035566;22155375;23493358;24518260;25480523;27238897;27851996
189;10642106;11352607;12009260;12944513;14715131;15733792;16364548;17409244;19163694;19029284;20204794;21545767;23185425;22411228;24587582;25940099;26673112;28648917
190;11506650;11373141;12208009;14561934;15269349;15681032;16754839;17496806;18275338;18537113;19583473;20530540;22916139;23293019;24751570;26093832;27761402;28466825
191;10852235;11522263;12377149;14584564;14654860;16061398;16281292;17593973;18846222;19781756;19621370;21930137;21712804;22291028;23196633;26149610;26514582;29049406
192;10931954;11382957;12210940;12880827;15193596;15627596;16140548;18985135;17657239;19865052;19647799;21671736;21616984;23342176;24583653;25405938;27553998;28815625
193;10816307;11525334;12034334;14683711;15700505;16167192;16859411;17182225;18077465;19408351;20656105;20869451;23158468;23810182;25304498;26413478;27521301;29084283
194;11273413;11216882;12460257;14583125;15025043;15820233;18574518;17720547;18594696;19264140;19950195;21106436;22956840;23183637;23943513;26586819;27235099;27734303
195;10860787;11384907;12063136;14514494;15028213;15721593;16125978;17210138;18385330;20055536;20188193;20691791;22228752;23678111;25411489;25969982;27107298;28400302
196;10944409;11697951;12165380;12948715;14766184;16136038;16706858;17369825;18033768;19863430;19720071;21195103;22383999;24001875;22996793;26509112;26341028;28214981
197;10680696;11516731;11879657;12889179;15184616;16364058;16298427;18781431;18597797;19918078;20691681;20433244;22305924;23876243;25093630;26093331;27193284;28580597
198;11018487;11369672;12372276;14568446;15193622;15721186;16624582;17526022;18691562;18465750;20125056;21763435;22235032;23828907;25172183;26413546;26163477;28100739
199;11156204;11247649;11950516;14610138;15286791;16129625;16221598;17631362;18787658;18855551;19815079;20350183;22840551;23398550;25844307;25672521;26805672;28780219
200;10700263;11353737;11897168;14636328;15108299;15687227;16919527;17365109;18539559;18344173;19631276;21391250;22759086;23360100;23796948;25893641;26212070;28556774
201;11033290;11322976;12030826;14581668;15108303;16051046;16487943;16884932;18585468;18510448;20674554;21223301;21928100;23333416;25209289;24862848;26967942;28709112
202;10677559;11459886;12112762;14568459;15193581;15616130;16713306;17520733;18548578;19478294;20339365;21854967;23095902;23778289;24589821;26017384;25916408;27856343
203;10875902;11409755;11906238;12893418;15337050;15969912;17946435;17289403;19163697;19339611;19698727;20933056;22902992;23574436;24828637;25609624;27457415;28207751
204;10719860;11240106;12165478;14527565;15077112;15919600;16411978;17335394;18272874;18286510;20217379;21536704;22652306;24358153;23597077;26003860;27178362;28108492
205;10928739;12043845;11950653;14527570;15305133;15879326;16095922;16779799;18771738;19555702;20534459;21852431;22609452;23200718;23202663;26142270;28070483;28208069
206;10667669;11209954;11922877;12736349;15201322;16356327;16979559;18002734;18279946;18691661;19963068;21147230;22027496;23319042;23897623;24451658;27547504;28673767
207;10817611;11530838;12381499;12888543;15489381;15733635;16462591;17476063;18684594;19608837;19631755;21967283;21766170;23551988;24144510;25327829;27273024;28851601
208;11110834;11705757;12393166;12457763;15305141;15827569;17042790;17098445;19005913;19333211;20371509;21724666;22699918;24105663;24768930;25731996;27321169;28823587
209;10988030;11259662;12063237;14683720;15111669;16292740;16730755;17113672;18458210;19133239;20096792;21248710;23165941;22564748;23651705;25962953;26526072;28774646
210;10978706;11600656;12395390;14709228;15209314;15760869;17139038;17846204;18375149;19398309;20924569;21480834;22480693;23548798;24770910;26057592;26139842;27859975
211;10940458;11435932;11848716;14642488;14741667;15701236;16407167;16959868;17991628;18777563;19906809;20617893;22365820;22990677;24880754;24642422;26879624;27471102
212;11071521;11231835;12411958;12700913;14715954;16125975;16246595;17254802;18691632;19679761;19465739;21367998;22759337;24285896;24936680;24825786;26965745;28258836
213;10852233;11426342;11756667;12699857;15572118;16023086;16701213;17204249;18203622;18286463;20668437;21889196;21862446;23497727;24450582;26238813;27373768;28669909
214;10683845;11230093;12135971;14636325;15193611;15992522;16529628;17572110;18280753;18823233;20338244;21130888;21787139;24200419;24742227;24969473;26763141;27647282
215;10943689;11133313;12148938;12805116;15219581;15955476;16723410;17274021;18474111;19964825;19733673;20691794;22539870;23465617;24928767;26032608;27389789;28981837
216;10996068;11590113;12045470;12676063;15127222;15936956;16768370;17895922;18751938;19963915;20100882;21616154;22361020;24233309;23576811;25736619;27133029;27354098
217;10642733;11504602;12427881;12595181;15006663;15862229;16269249;16928798;18597227;19603072;19647798;21414333;22406354;23578759;23937303;25681621;25994961;28028199
218;11117501;11443714;12527009;14599001;15258126;15738501;16513006;17334209;18555666;19246473;20955336;21289180;22648204;24173657;24291614;25869858;26833066;26732520
219;11105712;11445627;12244209;14659494;14578998;15989401;16549368;17631871;18450659;19411368;20420925;20472077;22875937;23628668;24849346;25194587;27372216;28121722
220;11105715;11169839;12377179;14597303;15159520;15990948;17010646;17023008;19146352;19306230;20402571;21908130;22871335;23845427;21989635;26479324;27842943;27288317
221;10667670;11239901;12139777;12948687;15094461;15893458;16820004;18077373;18621692;19124693;20570244;21994390;22230805;24565219;24425352;26209857;27779211;29085907
222;10906313;11506537;11848696;12693261;15511656;16085533;16324791;17893237;18554927;19321316;20123028;21439830;22621261;23459220;25308823;25882724;26936776;28654964
223;10666559;11702048;11906217;12766178;15110019;15734354;16830934;16983390;17450579;19964945;20307512;21725803;22634861;23904492;24746497;26641854;26363350;28367943
224;11163282;11584070;12116749;12595201;15025052;16272875;16284750;17151220;18945600;19573900;20519741;21261450;22367124;24279904;24120303;26496709;27012714;28669904
225;10860803;11707086;11919006;12948716;15590925;15734365;17070786;17071109;18483724;18829871;20703959;21482548;22608157;23535789;23211209;25623396;27013103;28477862
226;10860795;11543956;11784798;12671959;15090336;16296442;16547922;17400195;18342542;18761592;20970065;22010887;23062751;23727534;25121595;26239105;25778615;27778161
227;10713958;11352616;11977914;12760548;15232072;15951840;16213162;17113311;18848823;19955378;20399274;21334351;22438970;22264344;24394347;26019331;26838027;28285207
228;11104844;11304086;12177449;14745221;15106845;16038771;16253525;17651989;18501639;18711710;20592124;20858546;22726721;23219471;24696180;25731995;27466544;28628224
229;10923682;11384903;12441063;12948708;15562409;15480690;17078087;16639742;18353329;19095892;20303095;21795615;22682916;22331598;24736798;26597173;26411871;28633363
230;10860563;11501740;11784773;14673807;15025050;15699291;16376576;17154420;18172338;19663870;19732480;21561296;22909094;23946385;24512703;25810526;26969864;28245989
231;11386224;11506549;12115241;12809978;15118995;15921935;16794461;17133388;18316207;19755575;20411397;19758290;22429907;23245760;24859815;26738022;26908320;28083891
232;10863028;11247999;11754447;12679295;15174923;15858053;16162855;17499525;18247124;19524091;20006712;20868757;22945620;24025630;24904991;25528694;26679216;28468691
233;10802787;11172078;12112497;12509838;15305131;16483455;16675134;17536964;18973586;19726653;20599979;21499885;22609579;23760159;24210997;25794263;27898050;29061700
234;11042443;11208666;11771980;14673806;15165352;15721955;16413795;17301679;18420234;19081708;19806158;21349335;22339229;23163414;24387822;23966584;26292852;28677224
235;11506654;11447346;12546432;12821416;15329352;15907298;16603915;18005067;17618089;19368654;18843096;20232398;21130531;23595203;24136737;24293562;27143223;27068064
236;11007729;11742205;11931949;14511530;15190108;15876440;16806986;17451906;19227374;19552651;20203383;21991888;22095768;23171514;24470182;25694215;27611929;28682948
237;10674469;11378312;11969313;14568457;15219607;15700721;16420462;17283285;18363509;19554558;20146832;22254517;22766167;23022750;25070961;25595129;28032000;28495598
238;10742570;11304074;12482086;12724180;15603746;16051501;18633801;17224134;18827725;19292997;20133358;20395317;22155218;23483983;23223206;25142952;27806866;27861755
239;10908625;11388421;11967545;14652104;14980556;16056123;16046076;18271736;17551539;18603608;19817808;21587158;22911738;22954588;25319706;25633674;27302878;26843006
240;10660297;11467905;12388617;12558574;15050584;15846816;16269248;17327919;18271703;19086021;20130250;21554968;21483437;23785160;24694924;26080317;26541510;27869064
241;10677638;11489463;12364527;12518291;15257156;15627581;16683506;17199057;17919936;19407204;20806227;21209196;22768039;22378588;24468409;26120848;27928070;28422990
242;11156196;11438601;12217968;14633941;15087550;16061399;17021168;17381255;18234521;19027079;19301997;21145385;22281674;22121048;25406902;25533997;26755547;28395192
243;11506655;11339749;12414300;14662462;14670579;15678482;16753306;17224409;18499380;19247255;20691675;21385569;21955439;23574585;24886789;25242726;26857399;27362389
244;10725372;11170811;12377146;14971587;15050863;16079004;16436599;17065253;18608854;19382109;19413475;21926468;22651549;24262681;24726338;26390194;25828568;28474470
245;10636141;11525325;12575877;12505803;15006674;15670688;16738210;17182259;18314351;19449331;20811624;20433240;22336565;24080372;24480476;26125154;27813234;27687019
246;10988036;11553288;12169255;14698719;15127167;15857928;16403656;17368793;19076386;19580568;19931564;20882543;21952195;22488985;24396005;25613588;28050345;28224080
247;10808134;11520991;12399015;14738287;15572117;15888656;16960637;18162699;18222069;19022337;19445608;21451498;22777857;23467350;24683511;25592998;27462834;28131811
248;11080231;11742218;11771969;12457756;15562413;15830222;16971537;17209975;18632884;19418575;19948224;20621961;22541026;23055173;25328842;25632131;27839650;28806907
249;10996501;11206150;12417754;14633300;15196672;15704151;17159115;16989874;18158273;19643122;21147999;21329676;21994262;23773427;25610785;25941872;27614922;28465046
250;10808145;11725858;12414291;12500271;15260963;16009569;16216531;17851933;18760692;19628351;19883773;21045002;22682434;23711332;25514672;25775998;27151623;28095997
251;10751274;11811665;12395389;14615298;15219606;16350973;16623852;17227855;18633834;19559802;20032247;21059348;22856363;24346135;24734119;25154706;26928884;28602661
252;11074084;11322977;12407087;12507446;15006676;15746230;16408267;17089376;18954479;19092784;20534850;22023912;22052081;23163417;24047380;24770712;27095712;28946019
253;10686112;11514260;12354404;12681347;15193617;16190905;16861005;16814818;17712783;18639870;20847400;20932915;22319555;23785167;23700105;26055632;27083780;28889255
254;10976967;11382961;11969315;12614990;15473975;16193266;16511336;17094120;18396441;19321652;20141299;20566580;22787048;24029699;23696692;25869157;26349556;28442422
255;10971647;11400973;12030830;12507442;15147493;15678479;16791097;16837058;18184572;19015036;20071633;20824727;21927866;23576705;24400099;25644657;26859518;28846741
256;10875903;11506539;12482091;12714175;15501090;15543553;16492377;17515876;18650327;19362152;20064129;21664281;22589144;23440216;25100582;26354910;27144738;28684333
257;10860798;11551723;11968139;12527103;14512288;15670684;16775278;17767149;18989014;19538748;19320552;22355647;22213787;23713509;24613940;25582522;27354739;28827357
258;10854735;11351196;12414275;12786987;15596726;16034578;16837832;17408974;19062286;19747900;18997158;22048836;22440650;23016766;24065132;26356583;27166430;28119067
259;10918327;11333370;12399957;12595197;15597092;15836975;16280463;17284307;18958158;19350561;20728462;21271252;23175832;23892066;24055595;25698730;27494142;28213445
260;10694461;11706976;12123569;12814585;15184236;15893474;16552626;17509898;18416686;19761315;20005042;21430161;22460723;23121320;22983598;25030801;27132044;28877515
261;11280962;11474968;12395111;12713652;15528084;16037161;16793210;17223576;18672070;19748076;19460870;20686832;22924089;23201365;24198320;26226432;27686278;28521147
262;10913710;11373143;12498760;12654961;15538158;15734361;16411179;17134913;18697666;19197223;20875510;21917804;22738216;24040007;24593696;26063914;25940006;28236276
263;10632617;11426056;12067697;14642286;15375348;15772862;17372621;17680927;18534567;19358974;20207347;21041607;22956331;23654223;24263193;26674865;26615571;28711813
264;11006980;11561035;11799507;12525725;15501095;15944234;16959495;17576282;18514745;18842669;20570742;21775178;23055505;23643836;25346054;25970523;27020139;28884209
265;10805707;11697932;11960021;12513941;14741642;15536553;16269251;16639427;18275335;19573975;20233958;21624753;23366178;23891645;23611156;26613332;27405615;27956207
266;11120440;11440800;12112763;12948698;14700729;15969906;16986120;17464782;18658069;19105218;19890846;20705142;22079449;23076877;24560581;25571770;27181060;27522089
267;10700262;11209939;11956941;14601143;15219586;16339029;16672649;18002584;18633845;19718256;20141261;21232571;21903976;24048850;24366656;25837854;26032190;27354020
268;11005879;15614986;11896650;12784890;15245791;15978024;17016713;17574870;18307211;18653664;19914263;20674749;22306521;23111120;25107677;25641636;26805583;28168061
269;11034865;12899193;11923436;12890783;15130592;15817510;17065463;17765572;18850346;19577590;19633177;20691275;22310505;23715718;24036962;26354924;27709065;26537217
270;10943684;11845348;12353242;12644355;15309395;15901490;16963591;17610823;18257001;18923070;20660271;20851198;23366380;22927163;24718902;26258459;25809723;27720821
